date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_of_week,hour_of_day,is_weekend
2024-08-21,17H 56M 0S,Wednesday,KIPLING STATION,MUSAN,3,6,E,BD,5363,Wednesday,17,FALSE
2024-08-21,18H 13M 0S,Wednesday,COXWELL STATION,PUMO,0,0,NA,BD,0,Wednesday,18,FALSE
2024-08-21,18H 18M 0S,Wednesday,QUEENS QUAY ELEVATOR,PUMEL,0,0,NA,YU,0,Wednesday,18,FALSE
2024-08-21,18H 20M 0S,Wednesday,ROYAL YORK STATION,SUDP,0,0,E,BD,5278,Wednesday,18,FALSE
2024-08-21,18H 35M 0S,Wednesday,PAPE STATION,SUDP,3,6,E,BD,5014,Wednesday,18,FALSE
2024-08-21,18H 50M 0S,Wednesday,COXWELL STATION,SUDP,4,7,E,BD,5363,Wednesday,18,FALSE
2024-08-21,18H 52M 0S,Wednesday,EGLINTON WEST STATION,EUDO,4,7,N,YU,5586,Wednesday,18,FALSE
2024-08-21,19H 21M 0S,Wednesday,YORK MILLS STATION,SUAP,4,7,N,YU,5946,Wednesday,19,FALSE
2024-08-21,19H 33M 0S,Wednesday,ROYAL YORK STATION,PUMST,0,0,NA,BD,0,Wednesday,19,FALSE
2024-08-21,19H 45M 0S,Wednesday,LAWRENCE WEST STATION,PUOPO,10,15,N,YU,5481,Wednesday,19,FALSE
2024-08-21,19H 52M 0S,Wednesday,KENNEDY BD STATION,MUSAN,5,10,W,BD,5156,Wednesday,19,FALSE
2024-08-21,19H 55M 0S,Wednesday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5050,Wednesday,19,FALSE
2024-08-21,20H 9M 0S,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5716,Wednesday,20,FALSE
2024-08-21,20H 9M 0S,Wednesday,BATHURST STATION,MUIS,0,0,NA,BD,0,Wednesday,20,FALSE
2024-08-21,20H 28M 0S,Wednesday,KENNEDY BD STATION,SUDP,9,14,W,BD,5347,Wednesday,20,FALSE
2024-08-21,20H 48M 0S,Wednesday,BROADVIEW STATION,MUIRS,0,0,NA,BD,0,Wednesday,20,FALSE
2024-08-21,20H 48M 0S,Wednesday,ST CLAIR WEST STATION,MUIS,0,0,S,YU,0,Wednesday,20,FALSE
2024-08-21,20H 55M 0S,Wednesday,ST CLAIR STATION,MUIS,0,0,NA,YU,0,Wednesday,20,FALSE
2024-08-21,21H 7M 0S,Wednesday,HIGHWAY 407 STATION,SUO,0,0,NA,YU,0,Wednesday,21,FALSE
2024-08-21,21H 13M 0S,Wednesday,MAIN STREET STATION,MUIRS,0,0,NA,BD,0,Wednesday,21,FALSE
2024-08-21,21H 27M 0S,Wednesday,KENNEDY BD STATION,SUDP,0,0,NA,BD,0,Wednesday,21,FALSE
2024-08-21,21H 58M 0S,Wednesday,ST GEORGE BD STATION,MUIS,0,0,NA,BD,0,Wednesday,21,FALSE
2024-08-21,22H 0M 0S,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Wednesday,22,FALSE
2024-08-21,22H 38M 0S,Wednesday,DUNDAS WEST STATION,MUIS,0,0,NA,BD,0,Wednesday,22,FALSE
2024-08-21,22H 52M 0S,Wednesday,ST GEORGE YUS STATION,SUO,0,0,S,BD,5125,Wednesday,22,FALSE
2024-08-21,22H 53M 0S,Wednesday,ST GEORGE BD STATION,SUO,0,0,E,BD,5125,Wednesday,22,FALSE
2024-08-21,22H 58M 0S,Wednesday,DUNDAS STATION,MUIS,0,0,N,YU,0,Wednesday,22,FALSE
2024-08-21,22H 58M 0S,Wednesday,DOWNSVIEW PARK STATION,MUPAA,0,0,N,YU,6011,Wednesday,22,FALSE
2024-08-21,23H 15M 0S,Wednesday,QUEEN'S PARK STATION,MUIRS,0,0,NA,YU,0,Wednesday,23,FALSE
2024-08-21,23H 21M 0S,Wednesday,COLLEGE STATION,MUPAA,4,12,N,YU,5741,Wednesday,23,FALSE
2024-08-21,23H 59M 0S,Wednesday,LINE 1 - YONGE-UNIVERS,MUO,0,0,NA,YU,0,Wednesday,23,FALSE
2024-08-21,1M 0S,Wednesday,WELLESLEY STATION,MUIS,0,0,NA,YU,0,Wednesday,0,FALSE
2024-08-21,43M 0S,Wednesday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Wednesday,0,FALSE
2024-08-21,56M 0S,Wednesday,KIPLING STATION,SUEAS,0,0,NA,BD,5133,Wednesday,0,FALSE
2024-08-21,1H 39M 0S,Wednesday,GREENWOOD YARD,SUG,0,0,NA,BD,5355,Wednesday,1,FALSE
2024-08-21,5H 5M 0S,Wednesday,SHEPPARD-YONGE STATION,PUSSW,0,0,E,SHP,6161,Wednesday,5,FALSE
2024-08-21,1H 5M 0S,Wednesday,DON MILLS STATION,MUIRS,0,0,NA,SHP,0,Wednesday,1,FALSE
2024-08-22,2H 39M 0S,Thursday,VAUGHAN MC STATION,TUO,0,0,S,YU,5716,Thursday,2,FALSE
2024-08-22,2H 51M 0S,Thursday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Thursday,2,FALSE
2024-08-22,3H 31M 0S,Thursday,KENNEDY BD STATION,PUEWZ,0,0,NA,BD,0,Thursday,3,FALSE
2024-08-22,5H 45M 0S,Thursday,KENNEDY BD STATION,MUO,5,10,W,BD,5230,Thursday,5,FALSE
2024-08-22,5H 55M 0S,Thursday,KEELE STATION,SUO,0,0,NA,BD,5285,Thursday,5,FALSE
2024-08-22,6H 1M 0S,Thursday,UNION STATION,PUTR,4,0,N,YU,5871,Thursday,6,FALSE
2024-08-22,7H 12M 0S,Thursday,GREENWOOD YARD,TUNOA,10,12,W,BD,5087,Thursday,7,FALSE
2024-08-22,7H 35M 0S,Thursday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5180,Thursday,7,FALSE
2024-08-22,7H 38M 0S,Thursday,SPADINA BD STATION,MUPAA,3,6,W,BD,5340,Thursday,7,FALSE
2024-08-22,7H 41M 0S,Thursday,KENNEDY BD STATION,PUMEL,0,0,NA,BD,0,Thursday,7,FALSE
2024-08-22,7H 46M 0S,Thursday,LAWRENCE STATION,MUO,0,0,NA,YU,0,Thursday,7,FALSE
2024-08-22,7H 56M 0S,Thursday,SHERBOURNE STATION,SUDP,3,5,E,BD,5197,Thursday,7,FALSE
2024-08-22,8H 5M 0S,Thursday,KENNEDY BD STATION,TUSC,0,0,E,BD,5123,Thursday,8,FALSE
2024-08-22,8H 24M 0S,Thursday,KIPLING STATION,TUSC,0,0,W,BD,5087,Thursday,8,FALSE
2024-08-22,8H 37M 0S,Thursday,WELLESLEY STATION,MUIR,7,10,S,YU,5761,Thursday,8,FALSE
2024-08-22,9H 6M 0S,Thursday,SPADINA BD STATION,MUPAA,3,7,W,BD,5269,Thursday,9,FALSE
2024-08-22,10H 4M 0S,Thursday,QUEEN'S PARK STATION,SUO,0,0,N,YU,5941,Thursday,10,FALSE
2024-08-22,10H 19M 0S,Thursday,WILSON STATION,TUSUP,8,13,S,YU,5726,Thursday,10,FALSE
2024-08-22,11H 38M 0S,Thursday,LAWRENCE STATION,MUPAA,0,0,N,YU,6046,Thursday,11,FALSE
2024-08-22,12H 8M 0S,Thursday,SUMMERHILL STATION,TUOS,8,13,S,YU,5721,Thursday,12,FALSE
2024-08-22,12H 44M 0S,Thursday,COXWELL STATION,MUIS,0,0,E,BD,0,Thursday,12,FALSE
2024-08-22,14H 14M 0S,Thursday,DUFFERIN STATION,MUPAA,0,0,W,BD,5075,Thursday,14,FALSE
2024-08-22,14H 38M 0S,Thursday,WOODBINE STATION,MUNCA,0,0,NA,BD,0,Thursday,14,FALSE
2024-08-22,14H 51M 0S,Thursday,KEELE STATION,MUIR,3,7,W,BD,2857,Thursday,14,FALSE
2024-08-22,15H 7M 0S,Thursday,EGLINTON STATION,SUDP,0,0,NA,YU,0,Thursday,15,FALSE
2024-08-22,15H 21M 0S,Thursday,PIONEER VILLAGE STATIO,SUO,0,0,S,YU,5606,Thursday,15,FALSE
2024-08-22,15H 22M 0S,Thursday,ISLINGTON STATION,EUSC,0,0,E,BD,5125,Thursday,15,FALSE
2024-08-22,15H 43M 0S,Thursday,CHRISTIE STATION,SUDP,7,10,E,BD,5125,Thursday,15,FALSE
2024-08-22,16H 3M 0S,Thursday,BAY STATION,EUTL,11,14,E,BD,5125,Thursday,16,FALSE
2024-08-22,16H 11M 0S,Thursday,CHRISTIE STATION,SUO,4,7,E,BD,5230,Thursday,16,FALSE
2024-08-22,16H 34M 0S,Thursday,CHESTER STATION,MUPAA,0,0,E,BD,5112,Thursday,16,FALSE
2024-08-22,16H 54M 0S,Thursday,UNION STATION,MUIRS,0,0,NA,YU,0,Thursday,16,FALSE
2024-08-22,17H 1M 0S,Thursday,NORTH YORK CTR STATION,MUPAA,3,6,N,YU,5836,Thursday,17,FALSE
2024-08-22,17H 7M 0S,Thursday,DUFFERIN STATION,EUSC,0,0,W,BD,5215,Thursday,17,FALSE
2024-08-22,17H 12M 0S,Thursday,SHEPPARD STATION,EUOPO,4,7,S,YU,5751,Thursday,17,FALSE
2024-08-22,17H 32M 0S,Thursday,EGLINTON STATION,MUPAA,3,6,N,YU,5726,Thursday,17,FALSE
2024-08-22,17H 33M 0S,Thursday,DUNDAS STATION,TUO,8,11,S,YU,5771,Thursday,17,FALSE
2024-08-22,17H 51M 0S,Thursday,DUFFERIN STATION,SUDP,0,0,E,BD,5353,Thursday,17,FALSE
2024-08-22,18H 3M 0S,Thursday,BROADVIEW STATION,SUDP,0,0,NA,BD,0,Thursday,18,FALSE
2024-08-22,18H 33M 0S,Thursday,YONGE BD STATION,MUPAA,3,6,E,BD,5059,Thursday,18,FALSE
2024-08-22,18H 39M 0S,Thursday,BLOOR STATION,SUO,3,6,S,YU,5981,Thursday,18,FALSE
2024-08-22,18H 39M 0S,Thursday,DUNDAS STATION,MUPAA,4,7,S,YU,6081,Thursday,18,FALSE
2024-08-22,18H 48M 0S,Thursday,COLLEGE STATION,MUPAA,0,0,S,YU,5811,Thursday,18,FALSE
2024-08-22,19H 6M 0S,Thursday,BLOOR STATION,PUMST,0,0,NA,YU,0,Thursday,19,FALSE
2024-08-22,19H 23M 0S,Thursday,PAPE STATION,SUDP,5,8,E,BD,5031,Thursday,19,FALSE
2024-08-22,19H 34M 0S,Thursday,BROADVIEW STATION,MUIS,0,0,NA,BD,0,Thursday,19,FALSE
2024-08-22,19H 37M 0S,Thursday,KENNEDY BD STATION,SUDP,5,10,E,BD,5138,Thursday,19,FALSE
2024-08-22,19H 49M 0S,Thursday,BROADVIEW STATION,SUDP,8,13,W,BD,5251,Thursday,19,FALSE
2024-08-22,20H 13M 0S,Thursday,YORK UNIVERSITY STATIO,MUIS,0,0,NA,YU,0,Thursday,20,FALSE
2024-08-22,20H 16M 0S,Thursday,OSSINGTON STATION,SUUT,0,0,E,BD,5059,Thursday,20,FALSE
2024-08-22,20H 30M 0S,Thursday,YONGE BD STATION,SUROB,0,0,NA,BD,0,Thursday,20,FALSE
2024-08-22,20H 32M 0S,Thursday,EGLINTON STATION,MUIS,0,0,NA,YU,0,Thursday,20,FALSE
2024-08-22,21H 8M 0S,Thursday,ROYAL YORK STATION,SUUT,0,0,E,BD,5288,Thursday,21,FALSE
2024-08-22,21H 17M 0S,Thursday,DUFFERIN STATION,SUDP,0,0,NA,BD,0,Thursday,21,FALSE
2024-08-22,21H 35M 0S,Thursday,UNION STATION,MUIS,0,0,NA,YU,0,Thursday,21,FALSE
2024-08-22,21H 56M 0S,Thursday,BLOOR STATION,MUPAA,0,0,S,YU,5876,Thursday,21,FALSE
2024-08-22,21H 59M 0S,Thursday,BLOOR STATION,PUOPO,5,10,N,YU,5841,Thursday,21,FALSE
2024-08-22,22H 0M 0S,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Thursday,22,FALSE
2024-08-22,22H 11M 0S,Thursday,SHERBOURNE STATION,MUPAA,4,9,E,BD,5318,Thursday,22,FALSE
2024-08-22,22H 47M 0S,Thursday,GREENWOOD STATION,SUO,6,11,W,BD,5265,Thursday,22,FALSE
2024-08-22,22H 52M 0S,Thursday,WELLESLEY STATION,SUO,0,0,NA,YU,0,Thursday,22,FALSE
2024-08-22,22H 57M 0S,Thursday,GREENWOOD STATION,MUSAN,5,10,W,BD,5317,Thursday,22,FALSE
2024-08-22,23H 12M 0S,Thursday,DUFFERIN STATION,MUPAA,0,0,W,BD,5265,Thursday,23,FALSE
2024-08-22,23H 13M 0S,Thursday,NORTH YORK CTR STATION,SUO,0,0,NA,YU,0,Thursday,23,FALSE
2024-08-22,23H 14M 0S,Thursday,WELLESLEY STATION,PUOPO,5,10,N,YU,6101,Thursday,23,FALSE
2024-08-22,23H 26M 0S,Thursday,KENNEDY BD STATION,EUBO,5,10,W,BD,5078,Thursday,23,FALSE
2024-08-22,23H 29M 0S,Thursday,DONLANDS STATION,TUSC,0,0,W,BD,5278,Thursday,23,FALSE
2024-08-22,23H 29M 0S,Thursday,SHEPPARD STATION,PUMEL,0,0,S,YU,5831,Thursday,23,FALSE
2024-08-22,23H 30M 0S,Thursday,ST CLAIR WEST STATION,MUIS,0,0,NA,YU,0,Thursday,23,FALSE
2024-08-22,23H 46M 0S,Thursday,KIPLING STATION,MUIR,0,0,W,BD,5317,Thursday,23,FALSE
2024-08-22,23H 48M 0S,Thursday,DUFFERIN STATION,SUO,0,0,NA,BD,0,Thursday,23,FALSE
2024-08-22,23H 49M 0S,Thursday,KIPLING STATION,PUSI,10,15,E,BD,5317,Thursday,23,FALSE
2024-08-22,23H 59M 0S,Thursday,EGLINTON STATION TO CO,MUO,0,0,NA,YU,0,Thursday,23,FALSE
2024-08-22,0S,Thursday,ROYAL YORK STATION,MUIS,0,0,E,BD,0,Thursday,0,FALSE
2024-08-22,7M 0S,Thursday,DUNDAS WEST STATION,TUO,12,17,E,BD,5349,Thursday,0,FALSE
2024-08-22,8M 0S,Thursday,YONGE BD STATION,MUIS,0,0,W,BD,0,Thursday,0,FALSE
2024-08-22,25M 0S,Thursday,ROYAL YORK STATION,MUTO,0,0,E,BD,5031,Thursday,0,FALSE
2024-08-22,1H 0M 0S,Thursday,COLLEGE STATION,MUIS,0,0,S,YU,0,Thursday,1,FALSE
2024-08-22,1H 13M 0S,Thursday,BROADVIEW STATION,MUIS,0,0,NA,BD,0,Thursday,1,FALSE
2024-08-22,1H 24M 0S,Thursday,KENNEDY BD STATION,TUSC,0,0,E,BD,5364,Thursday,1,FALSE
2024-08-22,1H 33M 0S,Thursday,BLOOR STATION,SUO,0,0,NA,YU,0,Thursday,1,FALSE
2024-08-22,1H 40M 0S,Thursday,KENNEDY BD STATION,PUMEL,0,0,W,BD,0,Thursday,1,FALSE
2024-08-22,1H 45M 0S,Thursday,FINCH STATION,MUIS,0,0,NA,YU,0,Thursday,1,FALSE
2024-08-22,1H 49M 0S,Thursday,KIPLING STATION,SUAE,0,0,NA,BD,0,Thursday,1,FALSE
2024-08-22,10H 5M 0S,Thursday,SHEPPARD-YONGE STATION,MUSC,3,10,NA,SHP,6161,Thursday,10,FALSE
2024-08-23,2H 12M 0S,Friday,KIPLING STATION,MUSC,0,0,W,BD,5228,Friday,2,FALSE
2024-08-23,2H 50M 0S,Friday,UNION STATION,MUIS,0,0,NA,YU,0,Friday,2,FALSE
2024-08-23,5H 37M 0S,Friday,YORK MILLS STATION,PUTR,3,0,S,YU,0,Friday,5,FALSE
2024-08-23,5H 47M 0S,Friday,KIPLING STATION,SUG,7,14,W,BD,5031,Friday,5,FALSE
2024-08-23,6H 3M 0S,Friday,WARDEN STATION,MUSAN,5,10,W,BD,5093,Friday,6,FALSE
2024-08-23,6H 13M 0S,Friday,ST GEORGE YUS STATION,PUTR,3,5,S,YU,5696,Friday,6,FALSE
2024-08-23,6H 14M 0S,Friday,DONLANDS STATION,TUO,5,10,E,BD,5172,Friday,6,FALSE
2024-08-23,6H 20M 0S,Friday,DONLANDS STATION,TUO,5,10,E,BD,5123,Friday,6,FALSE
2024-08-23,6H 21M 0S,Friday,GREENWOOD YARD,TUMVS,0,0,W,BD,5093,Friday,6,FALSE
2024-08-23,6H 25M 0S,Friday,GREENWOOD YARD,TUO,5,10,E,BD,5239,Friday,6,FALSE
2024-08-23,7H 13M 0S,Friday,KENNEDY BD STATION,MUSAN,3,6,W,BD,5324,Friday,7,FALSE
2024-08-23,7H 24M 0S,Friday,GREENWOOD WYE,PUSTC,9,12,E,BD,5180,Friday,7,FALSE
2024-08-23,8H 10M 0S,Friday,COXWELL STATION,MUIS,0,0,E,BD,5347,Friday,8,FALSE
2024-08-23,8H 14M 0S,Friday,QUEEN STATION,MUO,0,0,NA,YU,0,Friday,8,FALSE
2024-08-23,8H 17M 0S,Friday,DAVISVILLE STATION,PUMST,0,0,S,YU,0,Friday,8,FALSE
2024-08-23,8H 18M 0S,Friday,KENNEDY BD STATION,PUMST,0,0,NA,BD,0,Friday,8,FALSE
2024-08-23,8H 19M 0S,Friday,SPADINA YUS STATION,MUO,0,0,NA,YU,0,Friday,8,FALSE
2024-08-23,8H 45M 0S,Friday,PIONEER VILLAGE STATIO,PUOPO,4,7,N,YU,5481,Friday,8,FALSE
2024-08-23,9H 2M 0S,Friday,LAWRENCE STATION,MUSAN,5,8,N,YU,6134,Friday,9,FALSE
2024-08-23,9H 27M 0S,Friday,DAVISVILLE STATION,SUDP,9,12,N,YU,6071,Friday,9,FALSE
2024-08-23,9H 56M 0S,Friday,PAPE STATION,SUDP,6,9,E,BD,5298,Friday,9,FALSE
2024-08-23,10H 3M 0S,Friday,JANE STATION,EUSC,3,7,W,BD,5137,Friday,10,FALSE
2024-08-23,10H 6M 0S,Friday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Friday,10,FALSE
2024-08-23,10H 19M 0S,Friday,COLLEGE STATION,MUPAA,4,9,S,YU,5671,Friday,10,FALSE
2024-08-23,10H 23M 0S,Friday,SPADINA BD STATION,MUPAA,3,6,W,BD,5087,Friday,10,FALSE
2024-08-23,10H 54M 0S,Friday,BLOOR STATION,TUO,0,0,S,YU,5271,Friday,10,FALSE
2024-08-23,10H 57M 0S,Friday,ST CLAIR STATION,MUO,0,0,NA,YU,0,Friday,10,FALSE
2024-08-23,11H 27M 0S,Friday,KENNEDY BD STATION,TUSC,3,7,E,BD,5364,Friday,11,FALSE
2024-08-23,11H 51M 0S,Friday,SPADINA BD STATION,SUAP,0,0,NA,BD,0,Friday,11,FALSE
2024-08-23,12H 20M 0S,Friday,QUEENS QUAY ELEAVATOR,PUMEL,0,0,NA,YU,0,Friday,12,FALSE
2024-08-23,12H 42M 0S,Friday,DUNDAS STATION,MUPAA,0,0,N,YU,6071,Friday,12,FALSE
2024-08-23,13H 8M 0S,Friday,FINCH STATION,MUSAN,3,8,S,YU,5546,Friday,13,FALSE
2024-08-23,13H 35M 0S,Friday,YONGE BD STATION,MUPAA,3,7,W,BD,5245,Friday,13,FALSE
2024-08-23,13H 40M 0S,Friday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5245,Friday,13,FALSE
2024-08-23,13H 59M 0S,Friday,COXWELL STATION,TUSC,0,0,W,BD,5159,Friday,13,FALSE
2024-08-23,14H 6M 0S,Friday,ST GEORGE BD STATION,PUSRA,0,0,E,BD,0,Friday,14,FALSE
2024-08-23,14H 51M 0S,Friday,EGLINTON STATION,SUAP,0,0,NA,YU,0,Friday,14,FALSE
2024-08-23,15H 3M 0S,Friday,WELLESLEY STATION,SUDP,0,0,S,YU,5896,Friday,15,FALSE
2024-08-23,15H 10M 0S,Friday,QUEENS QUAY STATION,PUMEL,0,0,NA,YU,0,Friday,15,FALSE
2024-08-23,15H 33M 0S,Friday,LAWRENCE WEST STATION,SUO,0,0,NA,YU,0,Friday,15,FALSE
2024-08-23,15H 35M 0S,Friday,ST GEORGE YUS STATION,MUSAN,7,12,S,YU,5541,Friday,15,FALSE
2024-08-23,15H 45M 0S,Friday,YONGE BD STATION,MUPAA,3,6,E,BD,5187,Friday,15,FALSE
2024-08-23,16H 0M 0S,Friday,COLLEGE STATION,MUPAA,3,6,N,YU,5661,Friday,16,FALSE
2024-08-23,16H 33M 0S,Friday,OSGOODE STATION,MUPAA,5,8,N,YU,6036,Friday,16,FALSE
2024-08-23,16H 37M 0S,Friday,ST CLAIR STATION,MUATC,4,7,S,YU,5751,Friday,16,FALSE
2024-08-23,16H 42M 0S,Friday,SUMMERHILL STATION,MUATC,9,12,S,YU,5751,Friday,16,FALSE
2024-08-23,17H 7M 0S,Friday,BLOOR STATION,MUO,0,0,S,YU,6111,Friday,17,FALSE
2024-08-23,17H 37M 0S,Friday,WELLESLEY STATION,PUOPO,5,8,S,YU,5426,Friday,17,FALSE
2024-08-23,17H 37M 0S,Friday,ROYAL YORK STATION,PUMEL,0,0,NA,BD,0,Friday,17,FALSE
2024-08-23,17H 46M 0S,Friday,WELLESLEY STATION,PUOPO,0,0,S,YU,5911,Friday,17,FALSE
2024-08-23,17H 50M 0S,Friday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5243,Friday,17,FALSE
2024-08-23,18H 4M 0S,Friday,OLD MILL STATION,EUSC,0,0,W,BD,5159,Friday,18,FALSE
2024-08-23,18H 9M 0S,Friday,NORTH YORK CTR STATION,PUOPO,3,6,S,YU,5911,Friday,18,FALSE
2024-08-23,18H 15M 0S,Friday,NORTH YORK CTR STATION,MUIRS,4,7,N,YU,5971,Friday,18,FALSE
2024-08-23,18H 25M 0S,Friday,FINCH STATION,PUOPO,0,0,S,YU,5911,Friday,18,FALSE
2024-08-23,19H 17M 0S,Friday,BATHURST STATION,MUIS,0,0,NA,BD,0,Friday,19,FALSE
2024-08-23,19H 25M 0S,Friday,CHRISTIE STATION,TUSC,0,0,W,BD,5236,Friday,19,FALSE
2024-08-23,19H 30M 0S,Friday,SPADINA YUS STATION,MUO,0,0,N,YU,5451,Friday,19,FALSE
2024-08-23,19H 31M 0S,Friday,SPADINA BD STATION,MUPLC,0,0,E,BD,5243,Friday,19,FALSE
2024-08-23,19H 43M 0S,Friday,ISLINGTON STATION,SUO,0,0,NA,BD,0,Friday,19,FALSE
2024-08-23,19H 57M 0S,Friday,FINCH STATION,MUIR,3,6,NA,YU,0,Friday,19,FALSE
2024-08-23,20H 0M 0S,Friday,SPADINA YUS STATION,SUBT,40,45,S,YU,5631,Friday,20,FALSE
2024-08-23,20H 1M 0S,Friday,SPADINA BD STATION,SUBT,42,47,W,BD,5004,Friday,20,FALSE
2024-08-23,20H 15M 0S,Friday,OSSINGTON STATION,TUMVS,4,9,E,BD,5290,Friday,20,FALSE
2024-08-23,21H 38M 0S,Friday,WELLESLEY STATION,SUO,0,0,S,YU,0,Friday,21,FALSE
2024-08-23,22H 0M 0S,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Friday,22,FALSE
2024-08-23,22H 4M 0S,Friday,COXWELL STATION,SUO,0,0,E,BD,5320,Friday,22,FALSE
2024-08-23,22H 7M 0S,Friday,KENNEDY BD STATION,MUDD,5,10,W,BD,5311,Friday,22,FALSE
2024-08-23,22H 7M 0S,Friday,LAWRENCE WEST STATION,MUIS,0,0,NA,YU,0,Friday,22,FALSE
2024-08-23,22H 29M 0S,Friday,KENNEDY BD STATION,SUO,0,0,NA,BD,0,Friday,22,FALSE
2024-08-23,22H 46M 0S,Friday,BLOOR STATION,SUDP,0,0,N,YU,0,Friday,22,FALSE
2024-08-23,23H 24M 0S,Friday,HIGHWAY 407 STATION,TUCC,0,0,S,YU,5516,Friday,23,FALSE
2024-08-23,23H 52M 0S,Friday,OSGOODE STATION,SUUT,0,0,S,YU,5556,Friday,23,FALSE
2024-08-23,37M 0S,Friday,KENNEDY BD STATION,SUAE,27,33,NA,BD,5367,Friday,0,FALSE
2024-08-23,55M 0S,Friday,EGLINTON WEST STATION,SUEAS,16,21,N,YU,5461,Friday,0,FALSE
2024-08-23,1H 10M 0S,Friday,WILSON STATION,MUPAA,0,0,S,YU,5831,Friday,1,FALSE
2024-08-23,1H 10M 0S,Friday,EGLINTON WEST STATION,MUIR,0,0,N,YU,5461,Friday,1,FALSE
2024-08-23,1H 40M 0S,Friday,FINCH STATION,PUMEL,0,0,NA,YU,0,Friday,1,FALSE
2024-08-23,1H 40M 0S,Friday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Friday,1,FALSE
2024-08-23,1H 44M 0S,Friday,DUPONT STATION,MUIR,11,16,S,YU,5661,Friday,1,FALSE
2024-08-23,1H 54M 0S,Friday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Friday,1,FALSE
2024-08-24,2H 26M 0S,Saturday,WILSON STATION,SUDP,0,0,NA,YU,0,Saturday,2,TRUE
2024-08-24,2H 58M 0S,Saturday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Saturday,2,TRUE
2024-08-24,3H 24M 0S,Saturday,SHERBOURNE STATION,MUNCA,0,0,NA,BD,0,Saturday,3,TRUE
2024-08-24,3H 25M 0S,Saturday,ST PATRICK STATION,MUNCA,0,0,NA,YU,0,Saturday,3,TRUE
2024-08-24,5H 57M 0S,Saturday,EGLINTON YARD,EUYRD,5,13,N,YU,5631,Saturday,5,TRUE
2024-08-24,6H 16M 0S,Saturday,QUEEN STATION,PUOPO,7,13,N,YU,5471,Saturday,6,TRUE
2024-08-24,6H 26M 0S,Saturday,QUEEN STATION,PUOPO,3,9,N,YU,5746,Saturday,6,TRUE
2024-08-24,8H 43M 0S,Saturday,SHEPPARD WEST STATION,MUIS,0,0,NA,YU,0,Saturday,8,TRUE
2024-08-24,8H 46M 0S,Saturday,WELLESLEY STATION,SUDP,0,0,NA,YU,0,Saturday,8,TRUE
2024-08-24,10H 19M 0S,Saturday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Saturday,10,TRUE
2024-08-24,10H 26M 0S,Saturday,WOODBINE STATION,SUO,7,12,E,BD,5255,Saturday,10,TRUE
2024-08-24,10H 26M 0S,Saturday,COXWELL STATION,SUO,7,12,E,BD,5255,Saturday,10,TRUE
2024-08-24,10H 31M 0S,Saturday,UNION STATION,MUIR,5,11,N,YU,5476,Saturday,10,TRUE
2024-08-24,10H 59M 0S,Saturday,MAIN STREET STATION,MUIRS,0,0,E,BD,0,Saturday,10,TRUE
2024-08-24,11H 5M 0S,Saturday,OSSINGTON STATION,MUIS,0,0,NA,BD,0,Saturday,11,TRUE
2024-08-24,11H 13M 0S,Saturday,DUNDAS WEST STATION,PUMEL,0,0,NA,BD,0,Saturday,11,TRUE
2024-08-24,11H 57M 0S,Saturday,ST CLAIR STATION,SUDP,8,12,S,YU,5866,Saturday,11,TRUE
2024-08-24,12H 10M 0S,Saturday,ST CLAIR WEST STATION,MUIS,0,0,NA,YU,0,Saturday,12,TRUE
2024-08-24,12H 12M 0S,Saturday,YORKDALE STATION,MUIRS,0,0,NA,YU,0,Saturday,12,TRUE
2024-08-24,12H 13M 0S,Saturday,ST CLAIR STATION,SUDP,12,16,S,YU,5451,Saturday,12,TRUE
2024-08-24,12H 30M 0S,Saturday,BAY STATION,SUSA,0,0,W,BD,5170,Saturday,12,TRUE
2024-08-24,12H 37M 0S,Saturday,ST CLAIR WEST STATION,MUPAA,4,8,S,YU,5746,Saturday,12,TRUE
2024-08-24,12H 42M 0S,Saturday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5349,Saturday,12,TRUE
2024-08-24,12H 50M 0S,Saturday,NORTH YORK CTR STATION,PUMEL,0,0,NA,YU,0,Saturday,12,TRUE
2024-08-24,12H 57M 0S,Saturday,YONGE BD STATION,MUPAA,0,0,W,BD,5258,Saturday,12,TRUE
2024-08-24,13H 52M 0S,Saturday,QUEEN'S PARK STATION,MUIS,0,0,NA,YU,0,Saturday,13,TRUE
