date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_of_week,hour_of_day,is_weekend
2024-08-24,14H 26M 0S,Saturday,WELLESLEY STATION,MUPAA,5,11,S,YU,5506,Saturday,14,TRUE
2024-08-24,14H 49M 0S,Saturday,DUNDAS WEST STATION,MUIS,0,0,NA,BD,0,Saturday,14,TRUE
2024-08-24,15H 2M 0S,Saturday,GLENCAIRN STATION,SUO,0,0,NA,YU,0,Saturday,15,TRUE
2024-08-24,15H 15M 0S,Saturday,MAIN STREET STATION,PUMST,0,0,NA,BD,0,Saturday,15,TRUE
2024-08-24,15H 23M 0S,Saturday,UNION STATION,SUO,0,0,NA,YU,0,Saturday,15,TRUE
2024-08-24,15H 30M 0S,Saturday,KENNEDY BD STATION,TUMVS,4,8,W,BD,5014,Saturday,15,TRUE
2024-08-24,15H 34M 0S,Saturday,QUEEN STATION,TUNCA,0,0,NA,YU,0,Saturday,15,TRUE
2024-08-24,15H 35M 0S,Saturday,UNION STATION,TUNCA,0,0,NA,YU,0,Saturday,15,TRUE
2024-08-24,15H 37M 0S,Saturday,RUNNYMEDE STATION,TUNCA,0,0,NA,BD,0,Saturday,15,TRUE
2024-08-24,16H 54M 0S,Saturday,GREENWOOD STATION,MUPAA,0,0,W,BD,5263,Saturday,16,TRUE
2024-08-24,17H 43M 0S,Saturday,SUMMERHILL STATION,MUPAA,0,0,N,YU,6091,Saturday,17,TRUE
2024-08-24,18H 28M 0S,Saturday,BLOOR STATION,SUUT,15,19,S,YU,6076,Saturday,18,TRUE
2024-08-24,18H 54M 0S,Saturday,BLOOR STATION,MUPAA,0,0,N,YU,5766,Saturday,18,TRUE
2024-08-24,19H 9M 0S,Saturday,KENNEDY BD STATION,SUDP,0,0,NA,BD,0,Saturday,19,TRUE
2024-08-24,19H 36M 0S,Saturday,ST GEORGE YUS STATION,MUTO,11,16,S,YU,5416,Saturday,19,TRUE
2024-08-24,20H 0M 0S,Saturday,DAVISVILLE STATION,MUNCA,0,0,NA,YU,0,Saturday,20,TRUE
2024-08-24,20H 2M 0S,Saturday,ST ANDREW STATION,MUNCA,0,0,NA,YU,0,Saturday,20,TRUE
2024-08-24,20H 16M 0S,Saturday,WOODBINE STATION,MUSC,0,0,W,BD,5240,Saturday,20,TRUE
2024-08-24,21H 37M 0S,Saturday,VAUGHAN MC STATION,MUIRS,0,0,NA,YU,0,Saturday,21,TRUE
2024-08-24,21H 40M 0S,Saturday,DUNDAS WEST STATION,MUPAA,0,0,W,BD,5123,Saturday,21,TRUE
2024-08-24,22H 0M 0S,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Saturday,22,TRUE
2024-08-24,23H 21M 0S,Saturday,ST CLAIR WEST STATION,MUI,7,13,S,YU,6071,Saturday,23,TRUE
2024-08-24,23H 48M 0S,Saturday,OSSINGTON STATION,SUO,0,0,NA,BD,0,Saturday,23,TRUE
2024-08-24,23H 55M 0S,Saturday,OLD MILL STATION,MUIS,0,0,NA,BD,0,Saturday,23,TRUE
2024-08-24,3M 0S,Saturday,ST ANDREW STATION,SUAP,19,25,N,YU,5556,Saturday,0,TRUE
2024-08-24,37M 0S,Saturday,KEELE STATION,SUG,0,0,NA,BD,5891,Saturday,0,TRUE
2024-08-24,49M 0S,Saturday,LANSDOWNE STATION,MUD,3,9,W,BD,5083,Saturday,0,TRUE
2024-08-24,1H 28M 0S,Saturday,UNION STATION,MUIRS,0,0,NA,YU,0,Saturday,1,TRUE
2024-08-24,1H 43M 0S,Saturday,COXWELL STATION,SUAP,0,0,NA,BD,0,Saturday,1,TRUE
2024-08-24,11H 16M 0S,Saturday,DON MILLS STATION,MUIS,0,0,NA,SHP,0,Saturday,11,TRUE
2024-08-24,13H 12M 0S,Saturday,DON MILLS STATION,SUDP,0,0,NA,SHP,0,Saturday,13,TRUE
2024-08-25,2H 35M 0S,Sunday,WARDEN STATION,SUO,0,0,NA,BD,0,Sunday,2,TRUE
2024-08-25,3H 42M 0S,Sunday,HIGHWAY 407 STATION,SUO,0,0,NA,YU,0,Sunday,3,TRUE
2024-08-25,5H 33M 0S,Sunday,BAY STATION,MUNCA,0,0,NA,BD,0,Sunday,5,TRUE
2024-08-25,6H 31M 0S,Sunday,QUEEN'S PARK STATION,MUNCA,0,0,NA,YU,0,Sunday,6,TRUE
2024-08-25,7H 39M 0S,Sunday,KIPLING STATION,SUG,4,8,W,BD,5155,Sunday,7,TRUE
2024-08-25,7H 42M 0S,Sunday,MAIN STREET STATION,TUO,0,0,E,BD,5290,Sunday,7,TRUE
2024-08-25,8H 2M 0S,Sunday,KIPLING STATION,TUNIP,5,0,E,BD,5161,Sunday,8,TRUE
2024-08-25,8H 3M 0S,Sunday,BLOOR DANFORTH LINE,MUO,0,0,W,BD,5123,Sunday,8,TRUE
2024-08-25,8H 6M 0S,Sunday,UNION STATION,PUTR,19,25,N,YU,5646,Sunday,8,TRUE
2024-08-25,8H 19M 0S,Sunday,KENNEDY BD STATION,EUDO,4,8,W,BD,5290,Sunday,8,TRUE
2024-08-25,8H 21M 0S,Sunday,JANE STATION,MUIS,0,0,NA,BD,0,Sunday,8,TRUE
2024-08-25,8H 26M 0S,Sunday,KIPLING STATION,SUO,0,0,NA,BD,0,Sunday,8,TRUE
2024-08-25,8H 29M 0S,Sunday,ST GEORGE YUS STATION,PUTR,9,15,N,YU,5556,Sunday,8,TRUE
2024-08-25,9H 5M 0S,Sunday,GREENWOOD YARD,SUG,0,0,NA,BD,5285,Sunday,9,TRUE
2024-08-25,9H 16M 0S,Sunday,JANE STATION,MUPAA,0,0,W,BD,5323,Sunday,9,TRUE
2024-08-25,9H 50M 0S,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6016,Sunday,9,TRUE
2024-08-25,9H 59M 0S,Sunday,UNION STATION,SUDP,0,0,NA,YU,0,Sunday,9,TRUE
2024-08-25,10H 36M 0S,Sunday,LAWRENCE STATION,MUNCA,0,0,NA,YU,0,Sunday,10,TRUE
2024-08-25,11H 4M 0S,Sunday,ST CLAIR WEST STATION,MUPAA,3,7,S,YU,5916,Sunday,11,TRUE
2024-08-25,11H 48M 0S,Sunday,DAVISVILLE STATION,MUIS,0,0,NA,YU,0,Sunday,11,TRUE
2024-08-25,11H 51M 0S,Sunday,CHRISTIE STATION,TUSC,0,0,W,BD,5083,Sunday,11,TRUE
2024-08-25,11H 52M 0S,Sunday,COLLEGE STATION,SUAE,0,0,S,YU,5431,Sunday,11,TRUE
2024-08-25,12H 9M 0S,Sunday,BLOOR STATION,SUO,0,0,S,YU,5741,Sunday,12,TRUE
2024-08-25,12H 16M 0S,Sunday,BLOOR STATION,MUPAA,4,8,N,YU,5456,Sunday,12,TRUE
2024-08-25,12H 39M 0S,Sunday,OLD MILL STATION,SUAP,19,23,E,BD,5268,Sunday,12,TRUE
2024-08-25,13H 9M 0S,Sunday,SPADINA BD STATION,MUPAA,3,7,W,BD,5069,Sunday,13,TRUE
2024-08-25,13H 10M 0S,Sunday,ROYAL YORK STATION,PUMO,0,0,NA,BD,0,Sunday,13,TRUE
2024-08-25,13H 13M 0S,Sunday,SHERBOURNE STATION,SUDP,0,0,NA,BD,0,Sunday,13,TRUE
2024-08-25,13H 13M 0S,Sunday,KIPLING STATION,MUIS,0,0,NA,BD,0,Sunday,13,TRUE
2024-08-25,15H 7M 0S,Sunday,BLOOR STATION,SUDP,0,0,N,YU,6051,Sunday,15,TRUE
2024-08-25,15H 58M 0S,Sunday,KENNEDY BD STATION,TUSC,0,0,E,BD,5243,Sunday,15,TRUE
2024-08-25,16H 10M 0S,Sunday,KIPLING STATION,PUSTC,15,19,W,BD,5293,Sunday,16,TRUE
2024-08-25,16H 37M 0S,Sunday,LANSDOWNE STATION,SUO,0,0,NA,BD,0,Sunday,16,TRUE
2024-08-25,16H 54M 0S,Sunday,JANE STATION,MUIS,0,0,NA,BD,0,Sunday,16,TRUE
2024-08-25,16H 54M 0S,Sunday,ST PATRICK STATION,MUNCA,0,0,NA,YU,0,Sunday,16,TRUE
2024-08-25,17H 1M 0S,Sunday,SUMMERHILL STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 3M 0S,Sunday,ST ANDREW STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 5M 0S,Sunday,QUEEN'S PARK STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 5M 0S,Sunday,EGLINTON WEST STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 6M 0S,Sunday,QUEEN STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 7M 0S,Sunday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5300,Sunday,17,TRUE
2024-08-25,17H 7M 0S,Sunday,SPADINA YUS STATION,MUNCA,0,0,NA,YU,0,Sunday,17,TRUE
2024-08-25,17H 8M 0S,Sunday,YONGE BD STATION,MUNCA,0,0,NA,BD,0,Sunday,17,TRUE
2024-08-25,17H 8M 0S,Sunday,SHERBOURNE STATION,MUNCA,0,0,NA,BD,0,Sunday,17,TRUE
2024-08-25,17H 16M 0S,Sunday,RUNNYMEDE STATION,MUNCA,0,0,NA,BD,0,Sunday,17,TRUE
2024-08-25,17H 20M 0S,Sunday,SHEPPARD WEST STATION,MUIS,7,11,N,YU,5446,Sunday,17,TRUE
2024-08-25,17H 59M 0S,Sunday,LAWRENCE STATION,MUPAA,4,8,N,YU,6126,Sunday,17,TRUE
2024-08-25,18H 25M 0S,Sunday,OLD MILL STATION,MUIR,0,0,W,BD,5123,Sunday,18,TRUE
2024-08-25,18H 29M 0S,Sunday,FINCH STATION,PUOPO,0,0,S,YU,5801,Sunday,18,TRUE
2024-08-25,18H 34M 0S,Sunday,ST ANDREW STATION,MUPAA,4,8,S,YU,5441,Sunday,18,TRUE
2024-08-25,19H 49M 0S,Sunday,VICTORIA PARK STATION,MUPAA,0,0,W,BD,5095,Sunday,19,TRUE
2024-08-25,19H 56M 0S,Sunday,GREENWOOD STATION,MUPAA,0,0,W,BD,5095,Sunday,19,TRUE
2024-08-25,20H 12M 0S,Sunday,FINCH STATION,MUTO,6,12,S,YU,5556,Sunday,20,TRUE
2024-08-25,21H 53M 0S,Sunday,BATHURST STATION,MUIS,0,0,E,BD,5013,Sunday,21,TRUE
2024-08-25,22H 0M 0S,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Sunday,22,TRUE
2024-08-25,22H 28M 0S,Sunday,LAWRENCE STATION,MUPAA,4,10,S,YU,5731,Sunday,22,TRUE
2024-08-25,22H 46M 0S,Sunday,LANSDOWNE STATION,SUAP,0,0,NA,BD,0,Sunday,22,TRUE
2024-08-25,22H 50M 0S,Sunday,QUEEN'S PARK STATION,PUOPO,3,9,S,YU,6016,Sunday,22,TRUE
2024-08-25,23H 10M 0S,Sunday,BLOOR STATION,MUPAA,5,11,S,YU,5476,Sunday,23,TRUE
2024-08-25,23H 16M 0S,Sunday,YONGE BD STATION,MUPAA,0,0,E,BD,5363,Sunday,23,TRUE
2024-08-25,23H 26M 0S,Sunday,DUFFERIN STATION,MUPAA,3,9,W,BD,5123,Sunday,23,TRUE
2024-08-25,23H 45M 0S,Sunday,EGLINTON - SCARBOROUGH,MUO,0,0,NA,NA,0,Sunday,23,TRUE
2024-08-25,23H 46M 0S,Sunday,BLOOR STATION,PUTD,40,46,N,YU,5791,Sunday,23,TRUE
2024-08-25,1H 9M 0S,Sunday,WELLESLEY STATION,SUDP,5,11,S,YU,5741,Sunday,1,TRUE
2024-08-26,2H 44M 0S,Monday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Monday,2,FALSE
2024-08-26,4H 12M 0S,Monday,DAVISVILLE YARD,SUG,0,0,NA,BD,0,Monday,4,FALSE
2024-08-26,4H 54M 0S,Monday,DAVISVILLE YARD,SUG,0,0,NA,YU,0,Monday,4,FALSE
2024-08-26,5H 10M 0S,Monday,WILSON STATION,MUNCA,0,0,NA,YU,0,Monday,5,FALSE
2024-08-26,5H 43M 0S,Monday,LAWRENCE STATION,MUATC,3,0,S,YU,5546,Monday,5,FALSE
2024-08-26,5H 54M 0S,Monday,KIPLING STATION,SUG,7,14,E,BD,5131,Monday,5,FALSE
2024-08-26,6H 21M 0S,Monday,UNION STATION,PUTR,3,6,N,YU,5836,Monday,6,FALSE
2024-08-26,7H 36M 0S,Monday,KIPLING STATION,SUO,0,0,NA,BD,0,Monday,7,FALSE
2024-08-26,7H 50M 0S,Monday,SHEPPARD STATION,PUOPO,3,6,S,YU,6096,Monday,7,FALSE
2024-08-26,7H 54M 0S,Monday,WARDEN STATION,MUPAA,0,0,W,BD,5202,Monday,7,FALSE
2024-08-26,7H 57M 0S,Monday,YORK MILLS STATION,PUOPO,4,7,S,YU,6096,Monday,7,FALSE
2024-08-26,8H 31M 0S,Monday,YORKDALE STATION,MUPAA,0,0,S,YU,5611,Monday,8,FALSE
2024-08-26,8H 31M 0S,Monday,COLLEGE STATION,SUAE,6,9,S,YU,6101,Monday,8,FALSE
2024-08-26,8H 46M 0S,Monday,BATHURST STATION,EUDO,0,0,E,BD,5041,Monday,8,FALSE
2024-08-26,8H 54M 0S,Monday,WOODBINE STATION,TUSC,0,0,E,BD,5204,Monday,8,FALSE
2024-08-26,8H 55M 0S,Monday,YONGE BD STATION,MUIRS,0,0,E,BD,0,Monday,8,FALSE
2024-08-26,8H 58M 0S,Monday,DONLANDS STATION,PUTIJ,12,17,E,BD,5041,Monday,8,FALSE
2024-08-26,9H 8M 0S,Monday,WELLESLEY STATION,PUOPO,0,0,N,YU,5891,Monday,9,FALSE
2024-08-26,9H 12M 0S,Monday,WILSON STATION,MUTO,3,6,N,YU,5686,Monday,9,FALSE
2024-08-26,9H 23M 0S,Monday,WOODBINE STATION,MUIR,0,0,W,BD,5286,Monday,9,FALSE
2024-08-26,9H 54M 0S,Monday,SHEPPARD STATION,MUIS,0,0,NA,YU,0,Monday,9,FALSE
2024-08-26,10H 32M 0S,Monday,SUMMERHILL STATION,TUNCA,0,0,NA,YU,0,Monday,10,FALSE
2024-08-26,10H 50M 0S,Monday,WARDEN STATION,SUDP,0,0,E,BD,5345,Monday,10,FALSE
2024-08-26,10H 53M 0S,Monday,OSGOODE STATION,MUPAA,0,0,S,YU,6011,Monday,10,FALSE
2024-08-26,12H 6M 0S,Monday,ST CLAIR WEST STATION,SUDP,0,0,NA,YU,0,Monday,12,FALSE
2024-08-26,12H 27M 0S,Monday,ST GEORGE BD STATION,MUSC,0,0,E,BD,5204,Monday,12,FALSE
2024-08-26,12H 35M 0S,Monday,SPADINA YUS STATION,MUIS,0,0,NA,YU,0,Monday,12,FALSE
2024-08-26,13H 16M 0S,Monday,GREENWOOD STATION,SUDP,3,7,W,BD,5286,Monday,13,FALSE
2024-08-26,13H 37M 0S,Monday,ROYAL YORK STATION,SUSA,0,0,NA,BD,0,Monday,13,FALSE
2024-08-26,13H 47M 0S,Monday,FINCH STATION,EUDO,3,8,S,YU,5651,Monday,13,FALSE
2024-08-26,13H 48M 0S,Monday,KENNEDY BD STATION,MUI,4,8,E,BD,5345,Monday,13,FALSE
2024-08-26,13H 53M 0S,Monday,SHEPPARD STATION,EUDO,3,8,S,YU,5651,Monday,13,FALSE
2024-08-26,14H 3M 0S,Monday,MUSEUM STATION,MUI,21,26,N,YU,5741,Monday,14,FALSE
2024-08-26,14H 26M 0S,Monday,SPADINA YUS STATION,MUIS,0,0,NA,YU,0,Monday,14,FALSE
2024-08-26,15H 13M 0S,Monday,ROSEDALE STATION,MUPAA,0,0,N,YU,5706,Monday,15,FALSE
2024-08-26,15H 37M 0S,Monday,SHEPPARD WEST STATION,EUECD,4,7,S,YU,5996,Monday,15,FALSE
2024-08-26,15H 41M 0S,Monday,LAWRENCE STATION,PUOPO,8,11,N,YU,5716,Monday,15,FALSE
2024-08-26,15H 48M 0S,Monday,UNION STATION,SUDP,0,0,NA,YU,0,Monday,15,FALSE
2024-08-26,15H 53M 0S,Monday,DUNDAS STATION,SUAP,0,0,N,YU,0,Monday,15,FALSE
2024-08-26,16H 34M 0S,Monday,DUNDAS STATION,MUIS,0,0,N,YU,0,Monday,16,FALSE
2024-08-26,16H 41M 0S,Monday,COLLEGE STATION,MUIRS,0,0,NA,YU,0,Monday,16,FALSE
2024-08-26,16H 58M 0S,Monday,YONGE BD STATION,SUUT,0,0,W,BD,5044,Monday,16,FALSE
2024-08-26,17H 5M 0S,Monday,DUNDAS WEST STATION,MUDD,13,16,W,BD,5278,Monday,17,FALSE
2024-08-26,17H 15M 0S,Monday,COLLEGE STATION,MUPAA,4,7,N,YU,6101,Monday,17,FALSE
2024-08-26,17H 19M 0S,Monday,ST PATRICK STATION,MUIS,0,0,NA,YU,0,Monday,17,FALSE
2024-08-26,17H 23M 0S,Monday,BROADVIEW STATION,EUBK,9,12,W,BD,5075,Monday,17,FALSE
2024-08-26,17H 35M 0S,Monday,KENNEDY BD STATION,PUMEL,0,0,NA,BD,0,Monday,17,FALSE
2024-08-26,17H 45M 0S,Monday,DUNDAS STATION,SUAP,0,0,S,YU,0,Monday,17,FALSE
2024-08-26,18H 1M 0S,Monday,EGLINTON WEST STATION,SUAP,0,0,NA,YU,7095,Monday,18,FALSE
2024-08-26,18H 19M 0S,Monday,UNION STATION,SUDP,0,0,N,YU,5896,Monday,18,FALSE
2024-08-26,18H 33M 0S,Monday,KING STATION,PUOPO,0,0,S,YU,5666,Monday,18,FALSE
2024-08-26,19H 7M 0S,Monday,ST ANDREW STATION,SUDP,5,8,S,YU,6056,Monday,19,FALSE
2024-08-26,19H 28M 0S,Monday,DUNDAS STATION,MUIRS,0,0,NA,YU,0,Monday,19,FALSE
2024-08-26,19H 53M 0S,Monday,YORKDALE STATION,MUPAA,3,8,N,YU,6116,Monday,19,FALSE
2024-08-26,19H 58M 0S,Monday,VICTORIA PARK STATION,MUIS,0,0,NA,BD,0,Monday,19,FALSE
2024-08-26,20H 12M 0S,Monday,DUNDAS WEST STATION,MUIS,0,0,NA,BD,0,Monday,20,FALSE
2024-08-26,20H 31M 0S,Monday,OLD MILL STATION,SUDP,14,19,W,BD,5263,Monday,20,FALSE
2024-08-26,20H 45M 0S,Monday,WILSON STATION,SUUT,0,0,N,YU,5431,Monday,20,FALSE
2024-08-26,21H 47M 0S,Monday,SHEPPARD STATION,MUO,28,32,S,YU,5576,Monday,21,FALSE
2024-08-26,22H 0M 0S,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Monday,22,FALSE
2024-08-26,22H 16M 0S,Monday,ST ANDREW STATION,MUPAA,5,10,S,YU,5726,Monday,22,FALSE
2024-08-26,23H 0M 0S,Monday,BLOOR STATION,TUO,4,9,S,YU,6061,Monday,23,FALSE
2024-08-26,23H 2M 0S,Monday,CASTLE FRANK STATION,SUDP,3,9,W,BD,5102,Monday,23,FALSE
2024-08-26,23H 6M 0S,Monday,VAUGHAN MC STATION,TUOPO,5,10,S,YU,6011,Monday,23,FALSE
2024-08-26,23H 27M 0S,Monday,HIGH PARK STATION,MUO,0,0,NA,BD,0,Monday,23,FALSE
2024-08-26,23H 40M 0S,Monday,WARDEN STATION,MUIRS,0,0,NA,BD,0,Monday,23,FALSE
2024-08-26,23H 47M 0S,Monday,OSGOODE STATION,MUPAA,0,0,N,YU,6051,Monday,23,FALSE
2024-08-26,23H 59M 0S,Monday,EGLINTON TO COLLEGE ST,MUO,0,0,NA,YUS,0,Monday,23,FALSE
2024-08-26,14M 0S,Monday,ISLINGTON STATION,TUSC,0,0,W,BD,5300,Monday,0,FALSE
2024-08-26,17M 0S,Monday,YONGE BD STATION,SUO,0,0,E,BD,5300,Monday,0,FALSE
2024-08-26,35M 0S,Monday,SPADINA BD STATION,MUNCA,0,0,NA,BD,0,Monday,0,FALSE
2024-08-26,48M 0S,Monday,DUNDAS WEST STATION,MUIRS,0,0,NA,BD,0,Monday,0,FALSE
2024-08-26,1H 2M 0S,Monday,SHEPPARD STATION,MUPAA,3,8,N,YU,5771,Monday,1,FALSE
2024-08-26,1H 11M 0S,Monday,KIPLING STATION,MUSAN,5,10,E,BD,5312,Monday,1,FALSE
2024-08-26,1H 40M 0S,Monday,BATHURST STATION,MUIRS,0,0,NA,BD,0,Monday,1,FALSE
2024-08-26,1H 46M 0S,Monday,QUEEN'S PARK STATION,MUIS,0,0,NA,YU,0,Monday,1,FALSE
2024-08-26,1H 53M 0S,Monday,FINCH STATION,MUIS,0,0,NA,YU,0,Monday,1,FALSE
2024-08-26,3H 2M 0S,Monday,SHEPPARD-YONGE STATION,SUG,0,0,NA,SHP,0,Monday,3,FALSE
2024-08-27,3H 39M 0S,Tuesday,BAY STATION,MUNCA,0,0,NA,BD,0,Tuesday,3,FALSE
2024-08-27,5H 41M 0S,Tuesday,LAWRENCE STATION,PUTWZ,3,0,S,YU,5776,Tuesday,5,FALSE
2024-08-27,5H 46M 0S,Tuesday,EGLINTON STATION,PUTWZ,5,10,N,YU,5641,Tuesday,5,FALSE
2024-08-27,6H 36M 0S,Tuesday,CASTLE FRANK STATION,PUMO,0,0,NA,BD,0,Tuesday,6,FALSE
2024-08-27,6H 48M 0S,Tuesday,FINCH WEST STATION,SUDP,4,7,S,YU,5631,Tuesday,6,FALSE
2024-08-27,7H 6M 0S,Tuesday,OSSINGTON STATION,SUDP,0,0,NA,BD,0,Tuesday,7,FALSE
2024-08-27,7H 32M 0S,Tuesday,COLLEGE STATION,SUDP,4,7,S,YU,5446,Tuesday,7,FALSE
2024-08-27,7H 38M 0S,Tuesday,COLLEGE STATION,SUDP,6,9,N,YU,5566,Tuesday,7,FALSE
2024-08-27,7H 50M 0S,Tuesday,BROADVIEW STATION,SUDP,8,10,E,BD,5304,Tuesday,7,FALSE
2024-08-27,7H 53M 0S,Tuesday,UNION STATION,PUMEL,0,0,NA,YU,0,Tuesday,7,FALSE
2024-08-27,7H 56M 0S,Tuesday,COLLEGE STATION,MUIS,0,0,NA,YU,0,Tuesday,7,FALSE
2024-08-27,7H 58M 0S,Tuesday,KENNEDY BD STATION,MUIRS,0,0,NA,BD,0,Tuesday,7,FALSE
2024-08-27,8H 21M 0S,Tuesday,NORTH YORK CTR STATION,MUWR,29,32,N,YU,5631,Tuesday,8,FALSE
2024-08-27,8H 35M 0S,Tuesday,MAIN STREET STATION,SUO,0,0,W,BD,5271,Tuesday,8,FALSE
2024-08-27,8H 45M 0S,Tuesday,LAWRENCE STATION,MUI,6,9,S,YU,5641,Tuesday,8,FALSE
2024-08-27,8H 45M 0S,Tuesday,BLOOR STATION,MUTO,5,8,S,YU,5896,Tuesday,8,FALSE
2024-08-27,9H 1M 0S,Tuesday,KIPLING STATION,MUPR1,137,139,W,BD,5324,Tuesday,9,FALSE
2024-08-27,9H 3M 0S,Tuesday,DONLANDS STATION,PUTTC,9,11,E,BD,5192,Tuesday,9,FALSE
2024-08-27,9H 20M 0S,Tuesday,ST GEORGE YUS STATION,MUTO,6,9,N,YU,5416,Tuesday,9,FALSE
2024-08-27,9H 27M 0S,Tuesday,BLOOR STATION,MUPAA,3,6,N,YU,6061,Tuesday,9,FALSE
2024-08-27,9H 32M 0S,Tuesday,EGLINTON WEST STATION,MUD,0,0,S,YU,5936,Tuesday,9,FALSE
2024-08-27,9H 44M 0S,Tuesday,DUNDAS STATION,MUIR,0,0,N,YU,5472,Tuesday,9,FALSE
2024-08-27,9H 50M 0S,Tuesday,DONLANDS STATION,PUTTC,0,0,E,BD,5013,Tuesday,9,FALSE
2024-08-27,9H 52M 0S,Tuesday,DONLANDS STATION,PUTTC,0,0,E,BD,5013,Tuesday,9,FALSE
2024-08-27,9H 55M 0S,Tuesday,LAWRENCE WEST STATION,MUPAA,4,7,N,YU,5411,Tuesday,9,FALSE
2024-08-27,10H 8M 0S,Tuesday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Tuesday,10,FALSE
2024-08-27,10H 9M 0S,Tuesday,ST GEORGE YUS STATION,MUTO,7,10,N,YU,5711,Tuesday,10,FALSE
2024-08-27,10H 47M 0S,Tuesday,SHEPPARD WEST STATION,MUATC,0,0,N,YU,6041,Tuesday,10,FALSE
2024-08-27,11H 37M 0S,Tuesday,SHEPPARD WEST STATION,PUMEL,0,0,NA,YU,0,Tuesday,11,FALSE
2024-08-27,12H 8M 0S,Tuesday,CHRISTIE STATION,MUIS,0,0,NA,BD,0,Tuesday,12,FALSE
2024-08-27,12H 25M 0S,Tuesday,DAVISVILLE STATION,MUIS,0,0,NA,YU,0,Tuesday,12,FALSE
2024-08-27,12H 26M 0S,Tuesday,YORKDALE STATION,SUDP,6,11,N,YU,5666,Tuesday,12,FALSE
2024-08-27,12H 31M 0S,Tuesday,DUNDAS WEST STATION,PUMEL,0,0,NA,BD,0,Tuesday,12,FALSE
2024-08-27,12H 55M 0S,Tuesday,YONGE BD STATION,MUPAA,0,0,W,BD,5311,Tuesday,12,FALSE
2024-08-27,13H 17M 0S,Tuesday,YONGE BD STATION,SUO,0,0,NA,BD,0,Tuesday,13,FALSE
2024-08-27,13H 38M 0S,Tuesday,GREENWOOD STATION,PUSTC,0,0,W,BD,5172,Tuesday,13,FALSE
2024-08-27,13H 53M 0S,Tuesday,FINCH STATION,TUS,9,14,S,YU,5936,Tuesday,13,FALSE
2024-08-27,14H 5M 0S,Tuesday,FINCH STATION,SUDP,0,0,NA,YU,0,Tuesday,14,FALSE
2024-08-27,14H 42M 0S,Tuesday,ST GEORGE YUS STATION,SUUT,0,0,S,YU,5801,Tuesday,14,FALSE
2024-08-27,14H 52M 0S,Tuesday,KENNEDY BD STATION,EUAC,4,8,W,BD,5268,Tuesday,14,FALSE
2024-08-27,14H 52M 0S,Tuesday,BLOOR STATION,MUIRS,0,0,S,YU,0,Tuesday,14,FALSE
2024-08-27,15H 13M 0S,Tuesday,OLD MILL STATION,TUSC,0,0,E,BD,5298,Tuesday,15,FALSE
2024-08-27,15H 18M 0S,Tuesday,ISLINGTON STATION,MUIS,0,0,NA,BD,0,Tuesday,15,FALSE
2024-08-27,15H 55M 0S,Tuesday,DUNDAS STATION,SUAP,0,0,NA,YU,0,Tuesday,15,FALSE
2024-08-27,16H 6M 0S,Tuesday,ST CLAIR STATION,PUMEL,0,0,NA,YU,0,Tuesday,16,FALSE
2024-08-27,16H 10M 0S,Tuesday,ST CLAIR STATION,EUNEA,8,11,S,YU,5756,Tuesday,16,FALSE
2024-08-27,16H 16M 0S,Tuesday,NORTH YORK CTR STATION,MUO,4,9,N,YU,5601,Tuesday,16,FALSE
2024-08-27,16H 23M 0S,Tuesday,FINCH STATION,MUO,5,10,S,YU,5606,Tuesday,16,FALSE
2024-08-27,16H 30M 0S,Tuesday,FINCH STATION,SUUT,5,10,N,YU,5611,Tuesday,16,FALSE
2024-08-27,16H 40M 0S,Tuesday,DUNDAS STATION,TUNCA,0,0,NA,YU,0,Tuesday,16,FALSE
2024-08-27,16H 46M 0S,Tuesday,ST CLAIR STATION,EUOE,10,15,S,YU,5571,Tuesday,16,FALSE
2024-08-27,16H 57M 0S,Tuesday,ST PATRICK STATION,TUNCA,0,0,NA,YU,0,Tuesday,16,FALSE
2024-08-27,17H 1M 0S,Tuesday,UNION STATION,TUNCA,0,0,NA,YU,0,Tuesday,17,FALSE
2024-08-27,17H 4M 0S,Tuesday,EGLINTON STATION,TUNCA,0,0,NA,YU,0,Tuesday,17,FALSE
2024-08-27,17H 6M 0S,Tuesday,BROADVIEW TO SCARBOROU,TUNCA,0,0,NA,BD,0,Tuesday,17,FALSE
2024-08-27,17H 8M 0S,Tuesday,GLENCAIRN STATION,TUNCA,0,0,NA,YU,0,Tuesday,17,FALSE
